Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
6426169554,47841,5727,,,,,,,,,,1.049,21917.336,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426265075,1632,5740,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426304435,1664,5753,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426339443,1664,5766,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426599476,47584,5783,,,,,,,,,,1.049,22035.825,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426706356,1664,5796,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426747988,1633,5809,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426783637,1632,5822,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6426930709,47648,5835,,,,,,,,,,1.049,22006.465,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427021110,1664,5848,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427059542,1632,5861,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427094550,1728,5874,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427363062,47841,5891,,,,,,,,,,1.049,21917.336,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427473367,1696,5904,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427515159,1664,5917,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427551991,1760,5930,,,,,,,,,,0.004,2327.269,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427697560,47808,5943,,,,,,,,,,1.049,21933.064,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427788728,1696,5956,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427827576,1664,5969,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6427863160,1696,5982,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428124762,47744,5999,,,,,,,,,,1.049,21962.424,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428248506,6848,6012,,,,,,,,,,0.066,9570.091,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428290458,1376,6025,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428361530,13984,6038,,,,,,,,,,0.262,18745.917,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428408475,1503,6051,,,,,,,,,,0.002,1362.606,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428470779,14272,6064,,,,,,,,,,0.262,18367.644,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428516635,1376,6077,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428556315,1376,6090,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428586715,1376,6103,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428621563,1440,6116,,,,,,,,,,0.001,355.555,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428651772,1407,6129,,,,,,,,,,0.001,363.895,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428695771,1697,6142,,,,,,,,,,0.004,2413.670,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428731068,1696,6155,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428766300,1696,6168,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6428911132,47521,6181,,,,,,,,,,1.049,22065.185,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429004701,1696,6194,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429043773,1728,6207,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429078685,1696,6220,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429350974,47616,6237,,,,,,,,,,1.049,22021.145,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429461822,1696,6250,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429503198,1697,6263,,,,,,,,,,0.004,2413.670,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429539903,1664,6276,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429688031,47904,6289,,,,,,,,,,1.049,21889.024,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429780767,1664,6302,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429819296,1632,6315,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6429854368,1663,6328,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430114401,47776,6345,,,,,,,,,,1.049,21947.744,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430223265,1664,6358,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430265665,1632,6371,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430301249,1664,6384,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430451298,48064,6397,,,,,,,,,,1.049,21815.624,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430542626,1664,6410,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430581059,1663,6423,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430617218,1664,6436,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430874019,47873,6453,,,,,,,,,,1.049,21902.655,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6430980100,1664,6466,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431023684,1664,6479,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431059204,1632,6492,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431215876,47969,6505,,,,,,,,,,1.049,21858.615,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431311301,1664,6518,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431349317,1632,6531,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431384101,1664,6544,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431643238,47872,6561,,,,,,,,,,1.049,21903.704,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431751174,1633,6574,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431794278,1665,6587,,,,,,,,,,0.004,2460.058,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6431831495,1664,6600,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432087432,47968,6617,,,,,,,,,,1.049,21859.664,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432203560,1632,6630,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432245544,1632,6643,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432281640,1664,6656,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432427529,47840,6669,,,,,,,,,,1.049,21918.384,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432520137,1664,6682,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432559017,1633,6695,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432595210,1631,6708,,,,,,,,,,0.004,2511.340,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432854987,47776,6725,,,,,,,,,,1.049,21947.744,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6432961547,1632,6738,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433003435,1632,6751,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433039691,1664,6764,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433197132,47840,6777,,,,,,,,,,1.049,21918.384,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433291116,1632,6790,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433331212,1632,6803,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433368204,1664,6816,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433626989,48000,6833,,,,,,,,,,1.049,21844.984,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433733581,1633,6846,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433775822,1728,6859,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433811502,1696,6872,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6433960591,47584,6885,,,,,,,,,,1.049,22035.825,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434052495,1696,6898,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434090319,1728,6911,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434126191,1696,6924,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434389680,47936,6941,,,,,,,,,,1.049,21874.344,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434496656,1696,6954,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434539504,1696,6967,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434576656,1729,6980,,,,,,,,,,0.004,2368.995,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434722001,47712,6993,,,,,,,,,,1.049,21977.104,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434830481,7200,7006,,,,,,,,,,0.066,9102.164,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434870834,1440,7019,,,,,,,,,,0.001,355.555,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6434955058,14176,7032,,,,,,,,,,0.262,18491.900,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435002290,1504,7045,,,,,,,,,,0.002,1361.701,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435065490,14048,7058,,,,,,,,,,0.262,18660.458,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435110355,1440,7071,,,,,,,,,,0.001,355.555,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435150451,1376,7084,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435197619,1376,7097,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435232659,1408,7110,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435262227,1408,7123,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435307155,1664,7136,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435342259,1665,7149,,,,,,,,,,0.004,2460.058,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435377747,1664,7162,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435638421,47200,7179,,,,,,,,,,1.049,22215.131,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435746581,1664,7192,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435788757,1632,7205,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435825621,1664,7218,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6435971734,47744,7231,,,,,,,,,,1.049,21962.424,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436064822,1664,7244,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436102678,1696,7257,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436138230,1696,7270,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436418679,48192,7287,,,,,,,,,,1.049,21757.952,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436527223,1697,7300,,,,,,,,,,0.004,2413.670,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436569912,1696,7313,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436605240,1696,7326,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436750201,47808,7339,,,,,,,,,,1.049,21933.064,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436842297,1696,7352,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436880601,1696,7365,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6436916569,1696,7378,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437182394,47712,7395,,,,,,,,,,1.049,21977.104,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437291258,1664,7408,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437333402,1696,7421,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437369147,1696,7434,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437517851,48000,7447,,,,,,,,,,1.049,21844.984,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437610844,1727,7460,,,,,,,,,,0.004,2371.740,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437649148,1696,7473,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437684892,1696,7486,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6437952829,47840,7503,,,,,,,,,,1.049,21918.384,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438060189,1696,7516,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438100733,1696,7529,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438135997,1632,7542,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438288478,47488,7555,,,,,,,,,,1.049,22079.865,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438381822,1665,7568,,,,,,,,,,0.004,2460.058,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438419743,1631,7581,,,,,,,,,,0.004,2511.340,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438455486,1633,7594,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438713471,47905,7611,,,,,,,,,,1.049,21887.975,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438819040,1632,7624,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438860064,1664,7637,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6438895904,1664,7650,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439040480,47809,7663,,,,,,,,,,1.049,21932.016,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439132257,1632,7676,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439179009,1632,7689,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439215393,1664,7702,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439471426,47776,7719,,,,,,,,,,1.049,21947.744,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439577474,1633,7732,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439619587,1664,7745,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439655011,1664,7758,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439799459,47777,7771,,,,,,,,,,1.049,21946.696,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439890212,1663,7784,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439929188,1632,7797,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6439964452,1664,7810,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440234853,47968,7827,,,,,,,,,,1.049,21859.664,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440343973,1696,7840,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440387398,1696,7853,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440423046,1696,7866,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440566182,47872,7879,,,,,,,,,,1.049,21903.704,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440657926,1728,7892,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440696039,1696,7905,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440731879,1696,7918,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6440991176,47936,7935,,,,,,,,,,1.049,21874.344,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441099240,1696,7948,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441141672,1728,7961,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441188041,1696,7974,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441333097,47904,7987,,,,,,,,,,1.049,21889.024,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441443338,6847,8000,,,,,,,,,,0.066,9571.467,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441481897,1376,8013,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441668202,14080,8030,,,,,,,,,,0.262,18617.991,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441727050,1504,8043,,,,,,,,,,0.002,1361.701,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441791338,13824,8056,,,,,,,,,,0.262,18962.711,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441836490,1377,8069,,,,,,,,,,0.001,371.823,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441877451,1408,8082,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441907851,1408,8095,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441942795,1376,8108,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6441973355,1376,8121,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442018219,1632,8134,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442053995,1696,8147,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442088619,1664,8160,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442247500,47264,8173,,,,,,,,,,1.049,22184.722,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442342124,1665,8186,,,,,,,,,,0.004,2460.058,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442380205,1663,8199,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442416237,1696,8212,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442675630,47680,8229,,,,,,,,,,1.049,21991.784,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442782158,1696,8242,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442823566,1696,8255,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6442860046,1664,8268,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6443009071,48224,8281,,,,,,,,,,1.049,21743.272,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6443099919,1728,8294,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6443137839,1696,8307,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6443181520,1696,8320,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6443441168,47521,8337,,,,,,,,,,1.049,22065.185,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
